rows_with_proforma,rows_without_proforma,distinct_proformas,rows_with_proforma_matching_core,rows_with_proforma_unmatched_core,distinct_proformas_matching_core,distinct_proformas_unmatched_core,rows_with_documento_cliente,rows_without_proforma_with_documento_cliente,rows_with_cliente_id,total_rows,no_proforma_rows_matching_training_client,no_proforma_rows_unambiguous_single_lifecycle_client,no_proforma_rows_ambiguous_multi_lifecycle_client,distinct_no_proforma_clients_matching_training,distinct_ambiguous_multi_lifecycle_clients,core_proformas_total,core_proformas_with_direct_interaction,row_direct_proforma_rate,direct_proforma_core_match_rate,core_proforma_direct_interaction_coverage,status
37217,756871,37217,1975,35242,1975,35242,794088,756871,794088,794088,11958,7911,4047,1425,421,1975,1975,0.046867601575644006,0.053067146734019396,1.0,PROFILED_NOT_CERTIFIED
