recommendation_id,evidence_key,lead_id,priority_band,priority_score,policy_rank,sla_minutes,action_owner_proposed,recommended_at,expires_at,recommended_action,action_id,action_taken,action_owner,action_at,action_cost,followed_recommendation,separacion_14d,separacion_observed_at,minuta_60d,minuta_observed_at,minutes_to_action,within_sla
f972b946-3ad9-56be-b4d7-72b8843f60a5,26b106cce517d20e0fc8aac5806cf6a6,218601,A,1.4743019545882514,75,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
40ea42b6-e178-58a9-9444-350460e14425,e2416bd92b72892af51d9d1d3234507e,222155,A,0.8268570015046136,76,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
8f3a9453-8459-5950-a30a-4f0aa7ebdc8b,13f41d7c459b3a45601f3b0674983ebb,222864,A,9.411550378229707,77,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
e1571569-ec38-5242-9e09-841535ccf0f8,e0c4a789e8a3028a0c7f0dd3389a646b,222647,A,8.050097744355744,78,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
fb56dedd-b906-5c73-a159-117d74bf4389,4b0dc99e89e2ff973e9961cfeaf5f203,222439,A,5.855879409124566,79,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
2f23eac1-19e6-56cd-bc48-a3513713cf00,379c5811077ec4fcf8a4abdcab6bc8b3,222960,A,2.53304053015914,80,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
bea31d52-91d6-5054-b4c4-fd28518689de,64f63fabcd7132b976982409a1cfeca3,138909,A,0.7552643085006182,82,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
3a9475fc-de7c-561b-81ad-d976abd538dd,e68ab0623508bd18cb853beb360f7713,222139,A,0.7357617968066388,83,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
fb1834f5-e6ef-5eef-9243-aa2e3b652592,9d16cfe3da1d8d65fbe73259d31a60b6,222830,A,9.07674502497465,84,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
775bc5de-9063-5b73-b93b-5b661b3e3270,96f30146944abe5c2bab51a33f719ba3,220027,A,8.050097744355744,85,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
f9db9ae8-c245-5dec-af44-c55c08ce6bc4,17e5450e12216754cd202fe68ee26cbf,197878,A,5.640849128366695,86,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
78b41973-763d-5cce-a20d-d6fff6a82117,160735e327217431ad6b3393f0c5f3a5,222938,A,2.4348373935692043,87,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
06b5786b-7412-5cc4-bd74-6125543473e2,aff8ae5c58c731e28d9f7ce24a711765,222082,A,0.6580335161202131,89,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
3ee2bf75-df79-5c07-8ffc-8902a61cb434,ed423f597b440b05b0be1d5dd37da7f1,222809,A,8.75314340977899,91,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
c3d0fbc6-4a2a-5ee6-ba68-1f65302183a9,a09075dfd264109c866f1191825685f9,222651,A,7.745397778677216,92,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
0956a31b-8e03-5217-93f9-dffea94d357d,43bb0bf5e847190952de81d7e4c9efdc,197877,A,5.640849128366695,93,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
9dc8c766-0fbc-5df8-a7e5-09bdc98eeca9,b71c5a5066703dcbe9c985fadb527d55,172319,A,1.2510971055117237,95,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
fab58bff-98b7-5a70-ba70-a29dca308808,71541e4204566d540aca92c0152da231,222242,A,0.6321218060077424,96,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
f0f25b19-8e21-5556-a67f-c1458df8f086,8709a5e678c2e8351dc59312bc02f887,220112,A,0.606437315327876,97,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
c5da210e-85a5-5726-b49b-30e4c4f5a6bb,a95a0e02c925e664c286e1443e010ea2,222811,A,8.75314340977899,98,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
151a28f4-1853-5abf-9873-8fd9e3b6c39d,dcfb6005de38a2d7cc8b74874adec4e6,222654,A,7.745397778677216,99,15,SUPERVISOR_COMERCIAL,2026-09-08 00:14:54.201579+00:00,2026-09-09 00:14:54.201579+00:00,CONTACTAR_PRIORIDAD_ALTA,,,,,,,,,,,,False
