priority_band,n,min_score,median_score,max_score,avg_p_minuta
A,397,0.0371681843385632,2.165251107392039,10.870681473932217,0.029259078053746716
B,608,0.02050998470453396,0.03821401208209872,3.7184209215960733,0.0031949206732824705
C,604,0.011770505359796964,0.020049919752435492,0.057873765175732006,0.00021152131998064956
D,408,0.00010177462836417796,0.012248530689303015,0.023764016613494653,0.00012119379883136971
