interaction_rows_with_proforma,distinct_interaction_proformas,interaction_rows_matching_core_proforma,interaction_rows_unmatched_to_core_proforma,distinct_interaction_proformas_matching_core,distinct_interaction_proformas_unmatched_core,interaction_proformas_with_multiple_training_lifecycles,interaction_row_core_match_rate,status
37217,37217,1975,792074,1975,35242,0,0.053067146734019396,PROFILED_NOT_CERTIFIED
